label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
air compressor;Compressor;['work netto'];[None];[136195385.47225988];['0x0000012F831C65B0'];['bus'];[];[];nan;False;False;136195385.47225988;False;False;0.8500000000000003;True;False;0x0000012F83204760;False;m;18.000000000000004;True;False;0;False;False;0x0000012F83204A90;False;nan;default;0x0000012F832049D0;False;nan;default
